id_cliente,data_assinatura,valor_mensalidade,total_logs_app_30d,tickets_suporte_abertos,score_sentimento_voc,categoria_principal_voc,churn
C100483,2023-06-29,1341,15,1,0.304,API,1
C100484,2023-08-11,277,12,0,-0.256,BUGS,1
C100485,2024-10-20,1224,17,1,0.279,FINANCEIRO,1
C100486,2024-03-17,338,18,1,0.824,BUGS,1
C100487,2024-08-30,529,12,0,-0.284,API,0
C100488,2023-11-21,381,14,1,0.152,BUGS,1
C100489,2024-05-30,692,13,2,0.031,SUPORTE,1
C100490,2023-01-16,173,16,2,0.365,API,1
C100491,2023-12-02,100,15,1,0.194,API,0
C100492,2023-09-15,1165,12,2,0.403,BUGS,0
C100493,2024-05-11,1332,16,2,-0.098,BUGS,0
C100494,2023-06-09,337,18,17,-0.557,FINANCEIRO,0
C100495,2024-04-19,240,14,0,0.237,SUPORTE,1
C100496,2024-10-25,418,13,3,1.0,API,1
C100497,2024-11-20,177,11,0,0.466,API,1
C100498,2024-11-05,646,11,1,0.682,API,0
C100499,2024-01-15,369,13,0,1.0,BUGS,1
C100500,2024-06-28,328,21,0,0.536,BUGS,1
C100501,2024-11-21,303,11,1,0.145,SUPORTE,1
C100502,2024-03-02,460,15,0,-0.144,SUPORTE,0
C100503,2024-09-04,374,17,2,-0.347,API,1
C100504,2023-09-25,469,15,2,-0.829,SUPORTE,1
C100505,2024-07-30,281,13,0,0.772,BUGS,0
C100506,2024-02-21,999,20,1,0.579,API,0
C100507,2023-06-17,646,19,1,0.224,SUPORTE,0
C100508,2023-02-12,472,11,1,0.131,BUGS,1
C100509,2024-07-09,200,14,1,-0.21,API,1
C100510,2023-10-12,956,19,1,0.588,FINANCEIRO,1
C100511,2024-02-01,293,18,0,0.079,BUGS,0
C100512,2023-01-12,528,13,0,0.198,FINANCEIRO,0
C100513,2024-08-29,304,22,1,-0.185,API,0
C100514,2023-10-29,799,15,3,-0.268,SUPORTE,0
C100515,2023-09-10,299,25,3,0.766,FINANCEIRO,1
C100516,2024-05-13,811,14,3,0.746,API,0
C100517,2023-02-04,256,18,0,-0.239,SUPORTE,0
C100518,2024-12-27,100,21,17,-0.143,API,0
C100519,2023-03-31,281,16,6,-0.31,API,0
C100520,2024-08-27,604,11,1,0.011,BUGS,0
C100521,2024-08-24,167,16,0,0.96,FINANCEIRO,1
C100522,2024-02-22,436,11,1,0.117,SUPORTE,1
C100523,2023-04-25,437,19,2,0.143,API,1
C100524,2024-09-08,1488,11,1,-0.561,SUPORTE,0
C100525,2023-07-15,234,18,2,0.111,API,0
C100526,2024-05-15,1386,16,1,-0.003,API,0
C100527,2024-09-17,236,20,0,0.63,FINANCEIRO,0
C100528,2024-05-07,731,14,2,-0.031,FINANCEIRO,1
C100529,2023-03-16,384,16,2,0.872,BUGS,1
C100530,2024-02-17,339,13,1,0.478,BUGS,0
C100531,2024-01-11,126,17,1,0.419,SUPORTE,0
C100532,2024-02-24,728,20,2,0.651,FINANCEIRO,1
C100533,2024-12-29,979,9,1,0.34,API,1
C100534,2023-10-04,711,17,3,0.584,API,1
C100535,2024-11-06,276,14,2,0.166,API,0
C100536,2024-01-29,368,11,0,0.266,API,1
C100537,2024-04-01,424,14,1,-0.112,API,0
C100538,2023-07-11,773,9,0,-0.067,API,0
C100539,2024-11-19,1068,17,0,1.0,SUPORTE,0
C100540,2023-04-09,399,17,0,0.603,BUGS,1
C100541,2024-07-01,100,7,0,-0.5,API,1
C100542,2023-04-06,100,22,1,0.899,FINANCEIRO,0
C100543,2024-10-25,254,19,0,0.453,BUGS,0
C100544,2024-10-24,952,16,1,-0.086,SUPORTE,1
C100545,2023-07-09,741,23,2,1.0,FINANCEIRO,0
C100546,2023-02-06,803,18,1,0.959,SUPORTE,1
C100547,2024-01-04,269,16,0,0.738,BUGS,0
C100548,2024-11-25,344,22,2,0.399,BUGS,0
C100549,2024-06-08,933,12,19,-0.46,SUPORTE,0
C100550,2023-10-06,1429,12,1,-0.813,SUPORTE,0
C100551,2023-08-05,946,20,3,0.624,API,1
C100552,2023-09-30,946,12,0,0.411,SUPORTE,0
C100553,2023-03-03,258,14,0,0.461,BUGS,1
C100554,2024-08-18,780,13,3,0.291,API,1
C100555,2024-12-29,144,12,1,0.036,BUGS,0
C100556,2023-12-08,1041,13,0,-0.145,SUPORTE,0
C100557,2024-02-01,637,20,1,0.396,BUGS,1
C100558,2024-11-29,397,21,1,-0.307,SUPORTE,0
C100559,2023-01-19,100,17,2,0.411,BUGS,0
C100560,2023-06-26,387,16,0,-0.154,API,0
C100561,2024-09-03,491,9,8,0.373,BUGS,1
C100562,2024-01-31,530,15,1,-0.413,BUGS,0
C100563,2024-03-20,402,14,2,0.218,API,1
C100564,2023-08-21,317,18,1,0.367,BUGS,1
C100565,2023-03-17,233,15,1,0.91,BUGS,1
C100566,2023-09-22,1428,13,1,0.408,SUPORTE,1
C100567,2024-03-30,1700,16,1,-0.097,API,0
C100568,2024-12-18,580,14,2,-0.206,FINANCEIRO,1
C100569,2024-01-19,250,20,1,1.0,BUGS,1
C100570,2024-07-17,190,15,1,0.281,API,0
C100571,2024-05-20,399,18,0,0.283,FINANCEIRO,1
C100572,2024-01-02,1657,17,4,-0.177,BUGS,0
C100573,2023-05-24,601,10,0,-0.306,SUPORTE,1
C100574,2023-03-10,1112,18,0,1.0,API,1
C100575,2023-04-09,1098,11,1,0.292,SUPORTE,0
C100576,2024-01-31,798,12,3,-0.38,SUPORTE,0
C100577,2023-01-25,176,14,1,0.661,FINANCEIRO,0
C100578,2024-04-13,1101,20,2,0.599,SUPORTE,0
C100579,2024-04-28,156,14,3,-0.435,BUGS,1
C100580,2024-07-18,260,12,0,0.028,SUPORTE,1
C100581,2023-05-31,620,23,0,0.659,FINANCEIRO,0
C100582,2023-05-24,368,11,0,0.673,FINANCEIRO,1
C100583,2024-07-22,615,15,1,-0.081,API,0
C100584,2023-02-08,147,10,1,-0.683,FINANCEIRO,1
C100585,2023-04-19,260,17,0,0.493,API,0
C100586,2024-11-23,775,14,3,0.618,API,0
C100587,2023-02-11,2000,21,3,0.231,API,0
C100588,2023-07-05,1275,10,1,0.097,API,0
C100589,2024-02-02,103,18,1,1.0,FINANCEIRO,1
C100590,2023-08-11,398,14,2,-0.766,BUGS,0
C100591,2024-09-25,297,12,1,0.632,API,0
C100592,2023-05-13,488,16,0,0.752,FINANCEIRO,1
C100593,2023-06-12,614,14,2,-0.146,BUGS,0
C100594,2023-08-03,312,10,3,-1.0,FINANCEIRO,1
C100595,2023-08-23,1005,17,0,0.749,API,1
C100596,2024-10-19,1128,14,0,0.501,FINANCEIRO,0
C100597,2024-08-10,1085,17,0,1.0,SUPORTE,0
C100598,2023-01-09,222,15,1,0.018,SUPORTE,0
C100599,2023-03-15,637,16,0,0.447,FINANCEIRO,0
C100600,2024-05-06,1018,16,1,-0.529,BUGS,0
C100601,2023-09-10,889,17,1,0.682,API,0
C100602,2023-08-18,848,17,0,-0.396,FINANCEIRO,1
C100603,2024-06-02,1290,12,0,0.302,API,0
C100604,2023-06-23,342,16,1,-0.21,SUPORTE,0
C100605,2024-10-14,100,14,0,0.509,FINANCEIRO,1
C100606,2023-06-17,394,8,1,0.136,BUGS,1
C100607,2023-06-19,413,12,4,0.006,SUPORTE,0
C100608,2024-01-28,2000,17,2,0.239,API,0
C100609,2024-09-25,290,20,0,0.416,SUPORTE,0
C100610,2023-07-13,1111,20,0,1.0,SUPORTE,0
C100611,2024-05-31,2000,16,0,0.596,BUGS,1
C100612,2023-01-29,1718,21,0,0.068,API,1
C100613,2023-06-14,492,13,0,0.028,BUGS,0
C100614,2024-02-26,899,15,22,-0.243,SUPORTE,1
C100615,2023-12-05,598,11,2,-0.325,BUGS,0
C100616,2024-10-09,249,19,0,0.396,API,0
C100617,2024-05-10,1238,11,0,-0.534,SUPORTE,0
C100618,2023-12-31,770,12,0,0.261,SUPORTE,1
C100619,2023-12-08,222,15,0,-0.202,API,0
C100620,2024-05-14,369,9,0,-0.035,BUGS,0
C100621,2024-10-18,442,19,0,0.485,BUGS,0
C100622,2024-05-25,1139,10,0,0.603,FINANCEIRO,1
C100623,2023-11-23,169,11,1,-0.097,API,1
C100624,2023-08-05,168,19,0,0.951,FINANCEIRO,1
C100625,2023-10-28,589,8,2,-0.412,BUGS,0
C100626,2023-05-12,209,18,1,0.721,BUGS,0
C100627,2023-03-11,433,19,0,0.181,FINANCEIRO,0
C100628,2023-09-09,332,11,0,0.788,FINANCEIRO,1
C100629,2024-02-19,100,19,1,0.131,API,0
C100630,2024-03-20,279,20,1,0.002,BUGS,1
C100631,2023-07-01,422,17,1,0.625,FINANCEIRO,1
C100632,2023-06-16,972,17,1,0.541,API,0
C100633,2023-04-01,1737,11,1,-0.011,SUPORTE,0
C100634,2024-12-14,255,12,2,0.491,BUGS,1
C100635,2024-06-14,570,12,2,0.154,BUGS,0
C100636,2023-02-08,725,16,0,0.434,API,0
C100637,2023-05-06,2000,19,1,0.509,API,0
C100638,2024-03-26,318,15,1,-0.403,API,1
C100639,2023-06-22,242,15,1,0.301,BUGS,1
C100640,2024-10-14,373,15,1,-0.431,API,0
C100641,2023-08-08,240,16,1,-0.214,API,1
C100642,2024-09-29,810,11,1,0.205,BUGS,0
C100643,2023-02-27,993,23,1,0.869,API,0
C100644,2024-10-21,605,16,1,0.193,FINANCEIRO,0
C100645,2024-04-20,575,12,2,0.043,SUPORTE,1
C100646,2024-03-31,1255,11,4,-0.116,API,0
C100647,2023-12-27,425,17,0,0.566,SUPORTE,0
C100648,2023-01-01,880,12,1,-0.29,SUPORTE,1
C100649,2024-01-22,419,15,2,-0.453,API,0
C100650,2023-12-14,174,10,1,0.926,SUPORTE,1
C100651,2023-07-09,1125,12,0,0.527,SUPORTE,0
C100652,2024-05-19,633,10,2,-0.151,SUPORTE,1
C100653,2023-07-10,1055,11,3,-0.161,BUGS,0
C100654,2024-05-22,687,12,3,-0.108,SUPORTE,1
C100655,2024-01-04,750,15,2,-0.403,BUGS,0
C100656,2024-02-13,246,10,1,0.093,SUPORTE,0
C100657,2023-04-27,736,14,0,0.351,BUGS,1
C100658,2023-05-14,1247,12,1,0.948,SUPORTE,1
C100659,2023-02-27,468,8,9,-0.117,BUGS,1
C100660,2024-07-09,305,15,1,0.671,BUGS,0
C100661,2024-11-15,903,10,2,0.054,SUPORTE,0
C100662,2024-11-02,153,19,0,0.161,API,1
C100663,2023-06-22,1357,18,0,0.377,FINANCEIRO,1
C100664,2023-05-29,415,15,2,0.678,FINANCEIRO,0
C100665,2023-03-21,882,10,1,-0.049,SUPORTE,0
C100666,2023-08-01,637,10,9,-0.039,SUPORTE,1
C100667,2023-07-22,1129,14,3,0.288,API,1
C100668,2023-08-17,1170,10,0,0.288,SUPORTE,0
C100669,2024-11-06,587,9,0,0.721,FINANCEIRO,0
C100670,2023-08-15,1527,20,2,0.321,FINANCEIRO,0
C100671,2024-10-20,139,20,1,0.28,BUGS,1
C100672,2024-06-15,722,14,0,0.313,API,0
C100673,2024-03-16,1262,12,1,-0.789,API,1
C100674,2024-02-06,747,20,0,0.321,BUGS,1
C100675,2023-02-16,304,17,1,-0.213,FINANCEIRO,1
C100676,2023-08-21,597,12,1,0.167,SUPORTE,0
C100677,2023-11-01,325,14,2,0.228,API,1
C100678,2024-06-09,316,13,2,0.459,SUPORTE,0
C100679,2023-05-23,619,20,2,1.0,SUPORTE,0
C100680,2024-02-19,100,8,1,0.902,BUGS,1
C100681,2024-05-27,427,13,1,0.275,API,1
C100682,2024-01-08,577,24,0,0.719,SUPORTE,0
C100683,2024-07-19,551,15,1,0.1,FINANCEIRO,0
C100684,2023-09-16,266,9,1,0.336,API,0
C100685,2024-10-17,743,22,1,0.477,FINANCEIRO,0
C100686,2024-04-15,527,17,0,-0.12,SUPORTE,0
C100687,2023-01-12,1837,19,1,0.11,SUPORTE,0
C100688,2023-11-26,768,22,3,-0.579,SUPORTE,1
C100689,2023-12-24,334,17,1,0.232,BUGS,1
C100690,2024-02-12,890,10,0,0.282,FINANCEIRO,0
C100691,2024-10-29,100,19,0,0.354,SUPORTE,0
C100692,2024-01-08,548,19,0,-0.111,API,0
C100693,2023-01-08,634,12,1,0.23,API,0
C100694,2023-05-02,552,10,3,0.231,API,1
C100695,2023-12-14,252,21,0,0.641,API,0
C100696,2024-11-06,541,14,7,0.124,SUPORTE,1
C100697,2023-03-31,181,6,0,0.104,API,0
C100698,2024-10-09,1547,10,0,0.229,API,0
C100699,2024-11-28,544,11,1,0.388,BUGS,0
C100700,2023-11-12,723,16,0,0.148,API,0
C100701,2023-06-27,131,21,2,-0.117,FINANCEIRO,1
C100702,2024-06-23,311,11,1,0.071,SUPORTE,0
C100703,2023-02-10,781,18,1,0.523,API,0
C100704,2024-12-04,1021,20,0,0.761,SUPORTE,0
C100705,2024-05-16,227,12,0,0.786,API,0
C100706,2023-05-25,721,11,0,-0.114,FINANCEIRO,0
C100707,2023-07-20,377,22,18,0.483,BUGS,1
C100708,2024-12-24,100,14,0,-0.013,API,0
C100709,2024-04-05,302,17,0,0.256,API,0
C100710,2024-07-11,1044,14,1,0.885,FINANCEIRO,1
C100711,2024-06-30,1124,13,0,-0.503,FINANCEIRO,1
C100712,2023-09-10,618,22,1,0.435,BUGS,1
C100713,2024-01-25,564,15,0,0.206,FINANCEIRO,0
C100714,2024-08-16,371,15,0,-0.348,API,0
C100715,2023-09-13,100,11,2,-0.48,SUPORTE,1
C100716,2024-12-09,671,13,0,0.891,FINANCEIRO,0
C100717,2024-03-25,243,11,0,0.568,API,1
C100718,2023-01-10,1239,20,2,0.774,BUGS,0
C100719,2023-08-30,170,14,4,-0.38,SUPORTE,0
C100720,2023-09-08,1086,12,0,0.464,FINANCEIRO,0
C100721,2023-01-05,100,9,1,1.0,FINANCEIRO,0
C100722,2023-04-29,2000,16,1,0.191,API,0
C100723,2024-01-09,137,13,1,0.305,API,1
C100724,2023-03-06,1127,14,1,0.296,API,0
C100725,2023-05-26,295,15,1,0.245,API,0
C100726,2023-08-12,778,18,2,-0.11,API,0
C100727,2023-08-27,1554,9,0,0.312,FINANCEIRO,0
C100728,2023-06-26,405,15,1,1.0,FINANCEIRO,0
C100729,2023-10-09,2000,21,2,0.285,BUGS,0
C100730,2023-03-04,1579,16,4,0.771,API,0
C100731,2023-08-05,119,21,1,1.0,API,0
C100732,2024-11-19,499,18,3,-0.177,API,0
C100733,2024-04-05,417,12,0,0.59,FINANCEIRO,0
C100734,2024-09-01,525,11,2,-0.372,SUPORTE,0
C100735,2023-04-15,373,13,6,-0.04,SUPORTE,0
C100736,2023-04-09,228,9,8,1.0,API,1
C100737,2024-05-25,476,12,1,0.593,API,0
C100738,2024-01-20,760,18,0,0.533,BUGS,0
C100739,2024-02-09,100,14,0,-0.251,FINANCEIRO,1
C100740,2024-06-01,957,10,1,-0.053,SUPORTE,1
C100741,2024-04-20,575,10,1,-0.168,FINANCEIRO,1
C100742,2024-12-09,1379,8,2,-0.335,BUGS,1
C100743,2024-10-06,349,13,0,0.744,API,0
C100744,2024-03-12,310,14,18,-0.215,API,1
C100745,2023-01-23,252,16,0,0.278,FINANCEIRO,1
C100746,2024-07-18,731,20,3,-0.023,BUGS,1
C100747,2024-11-07,100,19,1,0.703,SUPORTE,0
C100748,2024-12-14,268,15,0,1.0,SUPORTE,0
C100749,2024-04-02,582,13,2,0.726,API,1
C100750,2023-03-24,117,11,2,0.265,BUGS,0
C100751,2023-05-25,537,11,0,0.771,API,0
C100752,2023-03-26,1217,22,1,0.854,BUGS,0
C100753,2023-03-19,1112,17,0,0.446,FINANCEIRO,0
C100754,2024-04-01,460,10,1,0.326,BUGS,1
C100755,2023-01-01,996,16,2,-0.004,SUPORTE,1
C100756,2023-02-20,710,11,2,0.624,SUPORTE,1
C100757,2024-11-15,581,14,0,0.256,API,0
C100758,2024-12-17,796,12,2,-0.27,API,1
C100759,2024-03-21,372,14,0,-0.132,SUPORTE,0
C100760,2024-03-24,400,18,1,0.31,SUPORTE,1
C100761,2024-05-02,696,18,1,-0.143,API,0
C100762,2023-02-03,500,13,0,1.0,SUPORTE,1
C100763,2023-12-14,1091,12,2,0.464,SUPORTE,0
C100764,2023-04-05,874,12,0,0.073,API,1
C100765,2023-03-13,870,16,2,0.352,BUGS,1
C100766,2024-07-04,750,15,1,0.668,BUGS,0
C100767,2023-06-03,576,13,1,0.389,BUGS,0
C100768,2023-09-07,856,13,0,-0.15,FINANCEIRO,0
C100769,2024-11-04,1030,13,0,0.275,API,0
C100770,2024-03-13,663,18,0,0.26,FINANCEIRO,1
C100771,2023-04-28,245,9,1,0.013,BUGS,0
C100772,2023-11-02,509,12,0,-0.094,SUPORTE,0
C100773,2023-09-25,121,14,2,0.678,BUGS,0
C100774,2023-02-23,1185,15,1,0.536,FINANCEIRO,0
C100775,2023-08-24,858,13,2,0.462,SUPORTE,1
C100776,2024-01-24,242,16,1,-0.616,FINANCEIRO,1
C100777,2024-02-05,291,17,1,0.121,SUPORTE,0
C100778,2024-09-15,1220,15,0,0.975,BUGS,0
C100779,2023-10-30,277,17,3,0.417,BUGS,1
C100780,2023-07-26,114,12,1,-0.312,BUGS,0
C100781,2023-08-17,172,10,6,0.833,FINANCEIRO,0
C100782,2024-07-31,395,20,0,-0.812,BUGS,1
C100783,2023-03-16,344,11,0,0.374,FINANCEIRO,1
C100784,2024-03-10,368,16,14,0.518,BUGS,0
C100785,2023-04-13,832,9,1,-0.544,API,0
C100786,2024-02-26,312,8,0,0.042,BUGS,1
C100787,2024-12-04,682,15,2,-0.453,SUPORTE,0
C100788,2023-11-02,177,20,0,1.0,API,0
C100789,2023-04-08,1144,13,1,-0.13,BUGS,0
C100790,2023-12-01,194,20,1,0.847,SUPORTE,0
C100791,2024-03-10,511,16,1,1.0,FINANCEIRO,0
C100792,2024-03-22,452,12,1,-0.373,SUPORTE,1
C100793,2023-11-04,644,13,2,-0.518,API,1
C100794,2023-09-06,888,13,0,0.57,BUGS,1
C100795,2023-06-15,352,14,0,0.728,SUPORTE,0
C100796,2024-04-25,904,26,2,0.325,SUPORTE,0
C100797,2023-12-01,1092,16,1,0.323,API,1
C100798,2024-06-25,425,7,2,0.91,FINANCEIRO,1
C100799,2023-04-16,1577,19,0,0.27,SUPORTE,0
C100800,2024-07-16,643,8,2,0.868,SUPORTE,1
C100801,2023-03-22,381,18,2,-0.008,BUGS,0
C100802,2023-05-13,536,16,0,1.0,FINANCEIRO,0
C100803,2023-05-18,1577,17,0,-0.072,SUPORTE,1
C100804,2023-07-03,662,24,2,0.932,FINANCEIRO,1
C100805,2024-02-05,661,20,0,-0.083,SUPORTE,0
C100806,2023-11-26,707,10,2,0.593,API,0
C100807,2024-05-22,958,10,0,0.296,BUGS,0
C100808,2023-03-10,653,15,1,0.439,API,1
C100809,2024-06-29,774,15,0,0.683,API,0
C100810,2023-02-22,529,15,2,0.373,SUPORTE,1
C100811,2024-03-25,576,9,1,0.319,API,0
C100812,2023-07-24,994,17,1,-0.609,SUPORTE,0
C100813,2023-05-06,267,12,0,1.0,BUGS,0
C100814,2023-02-12,509,11,1,1.0,FINANCEIRO,1
C100815,2023-04-21,405,14,2,0.187,BUGS,0
C100816,2024-10-24,135,9,2,0.469,BUGS,0
C100817,2023-07-02,155,18,0,1.0,API,0
C100818,2023-04-05,506,20,1,0.651,API,0
C100819,2024-01-09,1026,21,0,0.144,FINANCEIRO,0
C100820,2024-06-03,588,23,0,-0.171,API,0
C100821,2023-12-26,312,8,0,0.597,API,0
C100822,2024-11-26,1261,19,1,0.41,SUPORTE,0
C100823,2023-10-08,366,19,0,0.387,BUGS,0
C100824,2023-07-14,205,13,2,-0.151,API,1
C100825,2023-07-14,1594,14,1,0.12,SUPORTE,0
C100826,2024-10-28,533,13,1,0.448,SUPORTE,1
C100827,2023-04-03,1451,11,3,0.013,API,0
C100828,2024-11-02,499,15,1,0.316,FINANCEIRO,1
C100829,2023-03-02,508,17,4,0.154,SUPORTE,0
C100830,2024-09-25,129,17,1,0.649,FINANCEIRO,0
C100831,2023-02-20,358,17,1,-0.398,SUPORTE,0
C100832,2024-02-07,709,12,4,-0.058,API,0
C100833,2023-01-05,812,17,18,-1.0,BUGS,1
C100834,2024-04-10,560,17,1,0.398,BUGS,1
C100835,2024-08-26,396,11,0,-0.095,FINANCEIRO,1
C100836,2024-11-12,513,17,2,0.74,API,0
C100837,2024-06-17,195,11,3,-0.046,BUGS,0
C100838,2024-02-09,1302,12,1,-0.018,SUPORTE,1
C100839,2024-05-27,882,14,0,-0.077,BUGS,0
C100840,2024-10-06,460,14,2,0.366,SUPORTE,0
C100841,2023-08-21,344,18,4,-0.455,FINANCEIRO,0
C100842,2024-06-07,1660,8,2,0.133,FINANCEIRO,1
C100843,2023-12-12,300,21,2,0.252,BUGS,0
C100844,2023-02-15,422,13,1,0.019,API,0
C100845,2024-06-29,1338,10,1,0.359,API,0
C100846,2023-03-19,602,10,1,0.019,BUGS,1
C100847,2024-12-30,100,12,2,0.362,SUPORTE,1
C100848,2023-03-14,620,25,21,-0.872,FINANCEIRO,0
C100849,2023-09-06,312,14,0,-0.032,FINANCEIRO,0
C100850,2023-02-16,127,11,4,0.238,SUPORTE,0
C100851,2023-05-01,325,6,2,0.564,FINANCEIRO,0
C100852,2023-08-02,191,14,2,1.0,API,1
C100853,2023-08-27,252,13,0,0.16,SUPORTE,1
C100854,2023-02-25,597,14,0,0.726,FINANCEIRO,0
C100855,2023-12-16,142,13,1,0.058,FINANCEIRO,0
C100856,2023-04-17,948,13,0,0.708,API,0
C100857,2023-02-17,392,19,2,0.941,FINANCEIRO,0
C100858,2024-07-26,269,20,0,0.464,BUGS,0
C100859,2023-12-03,389,17,2,0.626,API,0
C100860,2023-01-26,192,15,1,0.522,API,0
C100861,2023-09-14,192,17,0,0.376,BUGS,1
C100862,2023-01-08,365,16,1,0.097,SUPORTE,1
C100863,2024-09-16,620,17,2,0.095,SUPORTE,1
C100864,2023-09-10,712,13,3,-0.481,SUPORTE,1
C100865,2024-11-22,340,19,3,0.759,BUGS,1
C100866,2024-12-19,425,16,0,1.0,API,0
C100867,2023-10-30,590,15,1,-0.405,BUGS,0
C100868,2024-09-30,1388,7,1,0.739,API,0
C100869,2023-02-25,527,14,1,0.268,SUPORTE,0
C100870,2024-12-26,291,19,3,-0.08,FINANCEIRO,0
C100871,2024-06-09,228,16,0,0.432,BUGS,0
C100872,2024-04-18,955,14,0,-0.062,API,0
C100873,2023-01-28,100,19,1,0.457,API,1
C100874,2023-03-19,327,11,1,0.113,BUGS,1
C100875,2023-08-04,227,16,1,0.138,BUGS,0
C100876,2024-01-21,873,15,1,0.888,FINANCEIRO,0
C100877,2023-12-31,1192,9,0,-0.585,SUPORTE,0
C100878,2024-10-27,419,18,0,0.096,API,1
C100879,2024-06-09,264,21,0,-0.58,SUPORTE,0
C100880,2024-11-29,450,13,1,0.345,BUGS,0
C100881,2023-11-08,677,14,0,0.093,BUGS,0
C100882,2023-01-07,748,13,1,-0.081,SUPORTE,0
C100883,2023-01-03,450,14,0,0.481,SUPORTE,1
C100884,2024-09-14,1202,19,1,0.646,FINANCEIRO,0
C100885,2023-12-29,311,14,1,0.881,FINANCEIRO,1
C100886,2024-05-22,367,15,0,1.0,API,1
C100887,2023-10-01,382,11,1,-0.025,API,0
C100888,2024-05-20,616,13,0,-0.007,BUGS,1
C100889,2023-01-15,914,18,2,0.282,BUGS,1
C100890,2023-07-11,155,13,3,0.224,API,1
C100891,2024-09-22,182,21,17,0.427,BUGS,0
C100892,2024-04-29,624,20,1,0.611,BUGS,1
C100893,2023-01-28,187,15,0,-0.122,BUGS,0
C100894,2024-12-14,400,27,2,-0.13,BUGS,1
C100895,2023-02-08,380,11,1,0.601,API,0
C100896,2023-09-30,1113,16,1,0.206,BUGS,0
C100897,2023-08-19,1469,14,1,0.998,SUPORTE,0
C100898,2023-03-27,334,14,1,0.548,API,0
C100899,2024-04-18,736,19,0,-0.132,SUPORTE,0
C100900,2023-05-06,383,13,1,-0.308,API,0
C100901,2024-06-20,879,18,1,0.503,API,1
C100902,2023-05-25,182,8,1,0.059,SUPORTE,1
C100903,2024-06-08,1089,14,2,0.81,BUGS,0
C100904,2023-07-31,301,14,1,0.46,SUPORTE,0
C100905,2023-01-25,133,14,0,0.5,SUPORTE,0
C100906,2024-08-02,320,21,0,-0.205,FINANCEIRO,1
C100907,2024-01-29,405,15,2,0.011,SUPORTE,0
C100908,2023-03-08,191,15,1,0.276,FINANCEIRO,0
C100909,2023-08-21,483,18,1,-0.607,FINANCEIRO,1
C100910,2023-04-19,803,12,2,0.532,SUPORTE,1
C100911,2023-05-26,248,11,1,0.687,API,0
C100912,2023-04-21,1369,14,1,0.025,SUPORTE,1
C100913,2023-08-16,2000,11,1,0.894,BUGS,0
C100914,2023-04-21,411,13,2,0.842,API,0
C100915,2024-04-14,768,13,0,0.592,FINANCEIRO,0
C100916,2023-02-03,663,14,1,0.26,API,0
C100917,2024-09-14,449,15,0,0.848,API,1
C100918,2024-01-04,413,10,2,-0.545,FINANCEIRO,1
C100919,2024-08-17,100,12,1,0.307,BUGS,0
C100920,2024-07-07,447,13,3,-0.242,SUPORTE,1
C100921,2024-02-29,871,16,1,-0.021,API,0
C100922,2024-09-04,308,12,0,0.545,API,1
C100923,2024-06-01,1345,13,1,-0.122,FINANCEIRO,1
C100924,2024-11-22,671,16,2,-0.505,API,1
C100925,2023-10-09,1091,17,0,1.0,API,0
C100926,2023-11-16,420,10,3,-0.152,API,1
C100927,2024-03-18,564,20,6,-0.322,BUGS,0
C100928,2023-11-11,756,14,0,0.937,FINANCEIRO,0
C100929,2024-01-12,382,15,1,-0.001,FINANCEIRO,1
C100930,2023-10-16,1054,7,2,-0.465,SUPORTE,1
C100931,2024-03-12,315,19,3,-0.218,SUPORTE,1
C100932,2024-10-23,1691,14,4,-0.076,API,0
C100933,2023-10-04,177,23,0,-0.105,BUGS,0
C100934,2024-12-10,714,20,0,-0.016,BUGS,0
C100935,2024-08-04,287,15,0,0.126,BUGS,1
C100936,2024-05-17,219,11,0,0.796,SUPORTE,0
C100937,2024-09-15,230,6,1,1.0,API,0
C100938,2024-05-30,100,14,2,0.794,BUGS,1
C100939,2023-12-16,201,11,0,0.196,SUPORTE,0
C100940,2024-03-21,906,9,5,-0.665,BUGS,1
C100941,2023-12-16,852,16,0,0.711,SUPORTE,0
C100942,2024-08-29,167,12,1,-0.242,API,0
C100943,2024-10-25,707,12,2,0.035,SUPORTE,0
C100944,2023-05-17,270,16,0,1.0,SUPORTE,0
C100945,2023-08-31,100,17,1,1.0,BUGS,0
C100946,2024-06-26,915,19,1,0.429,FINANCEIRO,1
C100947,2023-02-09,1001,17,4,0.783,SUPORTE,1
C100948,2023-08-17,316,20,0,0.996,SUPORTE,1
C100949,2024-07-01,1100,14,0,0.669,API,0
C100950,2023-08-11,467,15,2,0.114,API,0
C100951,2023-01-06,539,13,1,0.002,SUPORTE,0
C100952,2023-11-18,446,21,0,0.432,BUGS,0
C100953,2024-04-12,163,15,1,-0.342,BUGS,0
C100954,2023-03-16,409,12,0,0.081,SUPORTE,0
C100955,2023-01-04,170,10,1,0.549,API,0
C100956,2024-10-07,730,18,0,0.065,SUPORTE,1
C100957,2023-04-28,786,17,1,1.0,BUGS,0
C100958,2024-08-28,100,11,0,0.433,SUPORTE,1
C100959,2024-05-18,764,14,0,0.731,API,0
C100960,2024-07-27,468,17,0,0.263,SUPORTE,1
C100961,2024-03-16,100,18,0,0.696,BUGS,0
C100962,2023-07-13,579,16,1,-0.255,API,0
C100963,2024-12-15,371,13,0,0.542,API,0
C100964,2024-01-27,274,16,0,0.618,BUGS,1
C100965,2023-01-26,174,15,3,0.842,BUGS,0
